$atleast,>d,$done_percent,<ep,$learning_curve,<np,$nprod,$optimism,$pomposity,$productivity_exp,$productivity_new,$r,$to,$ts,>dom
0.94,100,7.16,4.41,24.3,9.59,5.93,0.55,73.28,6.92,0.73,145.71,62.6,86.77,0.95
4.24,0.36,6.74,2,62.91,8,1.69,73.94,66.8,1.24,0.54,480.1,64.13,92.42,0.22
4.24,11.85,6.74,2.13,62.91,7.87,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.38
4.24,11.85,6.74,2.25,62.91,7.75,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.4
4.24,11.85,6.74,2.38,62.91,7.62,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.32
4.24,11.85,6.74,2.5,62.91,7.5,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.34
4.24,11.85,6.74,2.62,62.91,7.38,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.42
4.24,11.85,6.74,2.74,62.91,7.26,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.35
4.24,11.85,6.74,2.86,62.91,7.14,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.38
4.24,11.85,6.74,2.98,62.91,7.02,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.27
4.24,11.85,6.74,3.09,62.91,6.91,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.4
4.24,11.85,6.74,3.2,62.91,6.8,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.36
4.24,11.85,6.74,3.31,62.91,6.69,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.34
4.24,11.85,6.74,3.42,62.91,6.58,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.42
4.24,11.85,6.74,3.52,62.91,6.48,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.45
4.24,11.85,6.74,3.63,62.91,6.37,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.33
4.24,11.85,6.74,3.73,62.91,6.27,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.27
4.24,11.85,6.74,3.83,62.91,6.17,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.36
4.24,11.85,6.74,3.93,62.91,6.07,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.36
4.24,11.85,6.74,4.03,62.91,5.97,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.25
4.24,11.85,6.74,4.13,62.91,5.87,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.37
4.24,11.85,6.74,4.22,62.91,5.78,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.34
4.24,11.85,6.74,4.32,62.91,5.68,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.36
4.24,11.85,6.74,4.41,62.91,5.59,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.44
4.24,11.85,6.74,4.5,62.91,5.5,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.34
4.24,11.85,6.74,4.59,62.91,5.41,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.38
4.24,11.85,6.74,4.67,62.91,5.33,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.29
4.24,11.85,6.74,4.76,62.91,5.24,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.36
4.24,11.85,6.74,4.85,62.91,5.15,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.29
4.24,11.85,6.74,4.93,62.91,5.07,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.32
4.24,11.85,6.74,5.01,62.91,4.99,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.39
4.24,11.85,6.74,5.01,62.91,4.99,1.69,73.94,66.8,1.24,0.54,468.61,64.13,92.42,0.38
9.72,0.8,8.33,9,96.42,28,2.96,0.7,99.86,5.68,0.27,685.49,9.17,10.21,0
9.72,100,8.33,9.29,96.42,27.71,2.96,0.7,99.86,5.68,0.27,585.49,9.17,10.21,0.4
2.89,0.81,7.75,5,37.21,27,6.16,87.99,6.21,7.19,0.94,151.46,27.86,78.72,0
2.89,100,7.75,5.73,37.21,26.27,6.16,87.99,6.21,7.19,0.94,51.46,27.86,78.72,0.49
4.69,0.08,8.97,4,25.05,1,3.84,19.52,92.02,3.05,0.55,482.21,28.45,22.85,0.37
4.69,49.04,8.97,4.04,25.05,0.96,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.77
4.69,49.04,8.97,4.08,25.05,0.92,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.81
4.69,49.04,8.97,4.12,25.05,0.88,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.78
4.69,49.04,8.97,4.15,25.05,0.85,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.82
4.69,49.04,8.97,4.19,25.05,0.81,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.78
4.69,49.04,8.97,4.22,25.05,0.78,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.82
4.69,49.04,8.97,4.26,25.05,0.74,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.79
4.69,49.04,8.97,4.29,25.05,0.71,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.83
4.69,49.04,8.97,4.32,25.05,0.68,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.81
4.69,49.04,8.97,4.35,25.05,0.65,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.83
4.69,49.04,8.97,4.37,25.05,0.63,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.84
4.69,49.04,8.97,4.4,25.05,0.6,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.75
4.69,49.04,8.97,4.42,25.05,0.58,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.88
4.69,49.04,8.97,4.45,25.05,0.55,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.79
4.69,49.04,8.97,4.47,25.05,0.53,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.79
4.69,49.04,8.97,4.49,25.05,0.51,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.91
4.69,49.04,8.97,4.51,25.05,0.49,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.85
4.69,49.04,8.97,4.53,25.05,0.47,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.8
4.69,49.04,8.97,4.55,25.05,0.45,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.78
4.69,49.04,8.97,4.57,25.05,0.43,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.83
4.69,49.04,8.97,4.59,25.05,0.41,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.84
4.69,49.04,8.97,4.61,25.05,0.39,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.85
4.69,49.04,8.97,4.62,25.05,0.38,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.77
4.69,49.04,8.97,4.64,25.05,0.36,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.85
4.69,49.04,8.97,4.65,25.05,0.35,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.88
4.69,49.04,8.97,4.67,25.05,0.33,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.74
4.69,49.04,8.97,4.68,25.05,0.32,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.86
4.69,49.04,8.97,4.7,25.05,0.3,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.77
4.69,49.04,8.97,4.71,25.05,0.29,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.82
4.69,49.04,8.97,4.71,25.05,0.29,3.84,19.52,92.02,3.05,0.55,433.25,28.45,22.85,0.86
0.62,0.22,9.43,7,40.7,25,4.63,7.43,43.93,4.2,0.79,944.4,61.99,50.78,0.01
0.62,100,9.43,7.61,40.7,24.39,4.63,7.43,43.93,4.2,0.79,844.4,61.99,50.78,0.56
0.56,0.73,2.62,9,63.28,24,7.43,53.74,92.86,9.42,0.58,255.2,13.36,18.11,0.01
0.56,100,2.62,9.38,63.28,23.62,7.43,53.74,92.86,9.42,0.58,155.2,13.36,18.11,0.58
2.09,0.66,0.24,5,59.23,20,4.13,69.73,55.3,2.81,0.61,346.58,23.14,61.73,0.04
2.09,100,0.24,5.34,59.23,19.66,4.13,69.73,55.3,2.81,0.61,246.58,23.14,61.73,0.72
9.34,0.32,8.08,2,73.52,27,2.72,79.64,91.87,2.05,0.68,424.07,40.58,41.29,0
9.34,61.41,8.08,2.37,73.52,26.63,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.22
9.34,61.41,8.08,2.73,73.52,26.27,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.26
9.34,61.41,8.08,3.1,73.52,25.9,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.19
9.34,61.41,8.08,3.45,73.52,25.55,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.26
9.34,61.41,8.08,3.81,73.52,25.19,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.21
9.34,61.41,8.08,4.15,73.52,24.85,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.27
9.34,61.41,8.08,4.5,73.52,24.5,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.27
9.34,61.41,8.08,4.83,73.52,24.17,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.27
9.34,61.41,8.08,5.17,73.52,23.83,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.19
9.34,61.41,8.08,5.5,73.52,23.5,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.26
9.34,61.41,8.08,5.82,73.52,23.18,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.27
9.34,61.41,8.08,6.14,73.52,22.86,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.3
9.34,61.41,8.08,6.46,73.52,22.54,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.27
9.34,61.41,8.08,6.77,73.52,22.23,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.24
9.34,61.41,8.08,7.07,73.52,21.93,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.22
9.34,61.41,8.08,7.38,73.52,21.62,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.28
9.34,61.41,8.08,7.67,73.52,21.33,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.29
9.34,61.41,8.08,7.97,73.52,21.03,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.26
9.34,61.41,8.08,8.26,73.52,20.74,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.25
9.34,61.41,8.08,8.54,73.52,20.46,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.34
9.34,61.41,8.08,8.83,73.52,20.17,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.28
9.34,61.41,8.08,9.1,73.52,19.9,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.27
9.34,61.41,8.08,9.38,73.52,19.62,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.29
9.34,61.41,8.08,9.65,73.52,19.35,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.22
9.34,61.41,8.08,9.92,73.52,19.08,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.31
9.34,61.41,8.08,10.18,73.52,18.82,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.27
9.34,61.41,8.08,10.44,73.52,18.56,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.34
9.34,61.41,8.08,10.7,73.52,18.3,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.24
9.34,61.41,8.08,10.95,73.52,18.05,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.35
9.34,61.41,8.08,10.95,73.52,18.05,2.72,79.64,91.87,2.05,0.68,362.98,40.58,41.29,0.38
2.76,0.9,5.42,2,40.31,28,3.08,72.9,88.85,8.83,0.26,670.52,75.18,81.89,0
2.76,77.72,5.42,2.69,40.31,27.31,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.32
2.76,77.72,5.42,3.39,40.31,26.61,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.43
2.76,77.72,5.42,4.07,40.31,25.93,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.36
2.76,77.72,5.42,4.73,40.31,25.27,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.4
2.76,77.72,5.42,5.37,40.31,24.63,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.39
2.76,77.72,5.42,6,40.31,24,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.38
2.76,77.72,5.42,6.61,40.31,23.39,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.4
2.76,77.72,5.42,7.2,40.31,22.8,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.45
2.76,77.72,5.42,7.78,40.31,22.22,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.33
2.76,77.72,5.42,8.35,40.31,21.65,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.29
2.76,77.72,5.42,8.9,40.31,21.1,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.32
2.76,77.72,5.42,9.44,40.31,20.56,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.39
2.76,77.72,5.42,9.96,40.31,20.04,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.43
2.76,77.72,5.42,10.47,40.31,19.53,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.4
2.76,77.72,5.42,10.97,40.31,19.03,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.42
2.76,77.72,5.42,11.45,40.31,18.55,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.4
2.76,77.72,5.42,11.92,40.31,18.08,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.4
2.76,77.72,5.42,12.38,40.31,17.62,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.47
2.76,77.72,5.42,12.83,40.31,17.17,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.5
2.76,77.72,5.42,13.27,40.31,16.73,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.48
2.76,77.72,5.42,13.7,40.31,16.3,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.46
2.76,77.72,5.42,14.11,40.31,15.89,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.42
2.76,77.72,5.42,14.52,40.31,15.48,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.54
2.76,77.72,5.42,14.91,40.31,15.09,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.53
2.76,77.72,5.42,15.29,40.31,14.71,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.39
2.76,77.72,5.42,15.67,40.31,14.33,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.5
2.76,77.72,5.42,16.03,40.31,13.97,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.42
2.76,77.72,5.42,16.39,40.31,13.61,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.5
2.76,77.72,5.42,16.74,40.31,13.26,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.36
2.76,77.72,5.42,16.74,40.31,13.26,3.08,72.9,88.85,8.83,0.26,593.7,75.18,81.89,0.5
4.98,0.15,2.35,9,60.16,5,8.19,42.14,59.56,6.04,0.22,635.62,35.04,50.02,0.19
4.98,100,2.35,9.08,60.16,4.92,8.19,42.14,59.56,6.04,0.22,535.62,35.04,50.02,0.96
5.69,0.84,6.94,6,68.55,4,6.28,88.72,16.61,5.03,0.3,667.83,71.33,50.68,0.35
5.69,100,6.94,6.06,68.55,3.94,6.28,88.72,16.61,5.03,0.3,567.83,71.33,50.68,0.98
2.48,0.09,5.74,6,33.88,3,5.95,33.37,31.2,9.24,0.36,654.25,21.64,40.64,0.31
2.48,100,5.74,6.09,33.88,2.91,5.95,33.37,31.2,9.24,0.36,554.25,21.64,40.64,1
8.34,0.8,8.52,5,93.95,22,6.12,40.07,94.68,8.21,0.75,402.92,56.34,86.43,0.04
8.34,100,8.52,5.23,93.95,21.77,6.12,40.07,94.68,8.21,0.75,302.92,56.34,86.43,0.71
4.2,0.01,2.17,9,29.84,12,7.99,98.84,47.97,2.17,0.29,798.55,56.23,29.66,0.05
4.2,100,2.17,9.4,29.84,11.6,7.99,98.84,47.97,2.17,0.29,698.55,56.23,29.66,0.82
8.12,0.08,4.58,2,94.09,1,7.58,3.33,5.55,8.59,0.88,771.1,98.49,79.06,0.49
8.12,100,4.58,2.01,94.09,0.99,7.58,3.33,5.55,8.59,0.88,671.1,98.49,79.06,1
4.69,0.06,2.26,5,83.38,10,2.27,92.48,8.7,8.52,0.76,373.39,66.03,42.98,0.13
4.69,100,2.26,5.12,83.38,9.88,2.27,92.48,8.7,8.52,0.76,273.39,66.03,42.98,0.93
7.95,0.77,4.83,1,43.09,4,0.77,61.55,40.34,6.86,0.97,107.69,70.1,30.39,0.29
7.95,9.04,4.83,1.09,43.09,3.91,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.46
7.95,9.04,4.83,1.19,43.09,3.81,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.53
7.95,9.04,4.83,1.28,43.09,3.72,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.51
7.95,9.04,4.83,1.36,43.09,3.64,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.43
7.95,9.04,4.83,1.45,43.09,3.55,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.51
7.95,9.04,4.83,1.54,43.09,3.46,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.5
7.95,9.04,4.83,1.62,43.09,3.38,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.46
7.95,9.04,4.83,1.7,43.09,3.3,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.43
7.95,9.04,4.83,1.78,43.09,3.22,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.41
7.95,9.04,4.83,1.85,43.09,3.15,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.46
7.95,9.04,4.83,1.93,43.09,3.07,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.51
7.95,9.04,4.83,2,43.09,3,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.54
7.95,9.04,4.83,2.07,43.09,2.93,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.47
7.95,9.04,4.83,2.14,43.09,2.86,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.47
7.95,9.04,4.83,2.21,43.09,2.79,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.54
7.95,9.04,4.83,2.28,43.09,2.72,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.51
7.95,9.04,4.83,2.34,43.09,2.66,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.51
7.95,9.04,4.83,2.4,43.09,2.6,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.42
7.95,9.04,4.83,2.47,43.09,2.53,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.43
7.95,9.04,4.83,2.53,43.09,2.47,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.47
7.95,9.04,4.83,2.59,43.09,2.41,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.56
7.95,9.04,4.83,2.64,43.09,2.36,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.51
7.95,9.04,4.83,2.7,43.09,2.3,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.39
7.95,9.04,4.83,2.75,43.09,2.25,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.44
7.95,9.04,4.83,2.81,43.09,2.19,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.49
7.95,9.04,4.83,2.86,43.09,2.14,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.52
7.95,9.04,4.83,2.91,43.09,2.09,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.52
7.95,9.04,4.83,2.96,43.09,2.04,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.53
7.95,9.04,4.83,3.01,43.09,1.99,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.53
7.95,9.04,4.83,3.01,43.09,1.99,0.77,61.55,40.34,6.86,0.97,99.42,70.1,30.39,0.47
3.31,0.88,5.83,7,4.43,8,8.52,36.45,44.89,9.66,0.94,347.83,83.49,22.69,0.15
3.31,100,5.83,8.81,4.43,6.19,8.52,36.45,44.89,9.66,0.94,247.83,83.49,22.69,0.93
1.97,0.56,6.81,2,60.19,15,1.24,16.37,94.77,7.24,0.78,2.64,9.61,18.35,0.13
1.97,33.02,6.81,2.25,60.19,14.75,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.4
1.97,33.02,6.81,2.5,60.19,14.5,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.34
1.97,33.02,6.81,2.74,60.19,14.26,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.36
1.97,33.02,6.81,2.98,60.19,14.02,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.29
1.97,33.02,6.81,3.22,60.19,13.78,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.29
1.97,33.02,6.81,3.45,60.19,13.55,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.38
1.97,33.02,6.81,3.68,60.19,13.32,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.4
1.97,33.02,6.81,3.91,60.19,13.09,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.41
1.97,33.02,6.81,4.13,60.19,12.87,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.35
1.97,33.02,6.81,4.35,60.19,12.65,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.37
1.97,33.02,6.81,4.56,60.19,12.44,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.43
1.97,33.02,6.81,4.77,60.19,12.23,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.31
1.97,33.02,6.81,4.98,60.19,12.02,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.27
1.97,33.02,6.81,5.18,60.19,11.82,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.48
1.97,33.02,6.81,5.38,60.19,11.62,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.35
1.97,33.02,6.81,5.58,60.19,11.42,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.38
1.97,33.02,6.81,5.77,60.19,11.23,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.43
1.97,33.02,6.81,5.96,60.19,11.04,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.32
1.97,33.02,6.81,6.15,60.19,10.85,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.4
1.97,33.02,6.81,6.33,60.19,10.67,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.37
1.97,33.02,6.81,6.51,60.19,10.49,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.41
1.97,33.02,6.81,6.69,60.19,10.31,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.43
1.97,33.02,6.81,6.86,60.19,10.14,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.39
1.97,33.02,6.81,7.03,60.19,9.97,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.31
1.97,33.02,6.81,7.2,60.19,9.8,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.41
1.97,33.02,6.81,7.37,60.19,9.63,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.4
1.97,33.02,6.81,7.53,60.19,9.47,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.3
1.97,33.02,6.81,7.69,60.19,9.31,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.33
1.97,33.02,6.81,7.85,60.19,9.15,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.32
1.97,33.02,6.81,7.85,60.19,9.15,1.24,16.37,94.77,7.24,0.78,0,9.61,18.35,0.29
5.7,0.43,5.66,5,92.84,20,0.39,31.19,81.98,5.26,0.91,817.37,34.45,38.69,0.05
5.7,17.79,5.66,5.22,92.84,19.78,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.1
5.7,17.79,5.66,5.43,92.84,19.57,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.12
5.7,17.79,5.66,5.64,92.84,19.36,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.06
5.7,17.79,5.66,5.85,92.84,19.15,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.05
5.7,17.79,5.66,6.06,92.84,18.94,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.1
5.7,17.79,5.66,6.27,92.84,18.73,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.12
5.7,17.79,5.66,6.47,92.84,18.53,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.1
5.7,17.79,5.66,6.68,92.84,18.32,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.11
5.7,17.79,5.66,6.87,92.84,18.13,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.1
5.7,17.79,5.66,7.07,92.84,17.93,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.12
5.7,17.79,5.66,7.27,92.84,17.73,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.08
5.7,17.79,5.66,7.46,92.84,17.54,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.05
5.7,17.79,5.66,7.65,92.84,17.35,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.12
5.7,17.79,5.66,7.84,92.84,17.16,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.16
5.7,17.79,5.66,8.03,92.84,16.97,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.1
5.7,17.79,5.66,8.21,92.84,16.79,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.11
5.7,17.79,5.66,8.39,92.84,16.61,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.12
5.7,17.79,5.66,8.58,92.84,16.42,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.09
5.7,17.79,5.66,8.75,92.84,16.25,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.09
5.7,17.79,5.66,8.93,92.84,16.07,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.16
5.7,17.79,5.66,9.11,92.84,15.89,0.39,31.19,81.98,5.26,0.91,800.01,34.45,38.69,0.12
